,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
0,17.00,1,The Lost Symbol,4.3,"28,371",Dan Brown,Hardcover,2009
1,10.43,2,The Shack: Where Tragedy Confronts Eternity,4.6,"40,920",William P. Young,Paperback,2009
2,16.37,3,Liberty and Tyranny: A Conservative Manifesto,4.8,"5,305",Mark R. Levin,Hardcover,2009
3,16.41,4,"Breaking Dawn (The Twilight Saga, Book 4)",4.7,"24,891",Stephenie Meyer,Hardcover,2009
4,10.00,5,Going Rogue: An American Life,4.6,"1,599",Sarah Palin,Hardcover,2009
5,20.96,6,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2009
6,15.94,7,The Help,4.7,"32,353",Kathryn Stockett,Hardcover,2009
7,19.91,8,New Moon (The Twilight Saga),4.6,"20,381",Stephenie Meyer,Paperback,2009
8,69.99,9,The Twilight Saga Collection,4.7,"6,835",Stephenie Meyer,Hardcover,2009
9,15.69,10,Outliers: The Story of Success,4.6,"35,359",Malcolm Gladwell,Hardcover,2009
10,13.85,11,Eclipse (Twilight),4.7,"19,909",Stephenie Meyer,Hardcover,2009
11,25.91,12,"Twilight (The Twilight Saga, Book 1)",4.7,"34,201",Stephenie Meyer,Paperback,2009
12,9.90,13,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",4.5,"1,428",Glenn Beck,Paperback,2009
13,14.25,14,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,4.3,"4,205",Greg Mortenson,Paperback,2009
14,11.90,15,The Love Dare,4.8,"3,455",Stephen Kendrick,Paperback,2009
15,21.49,16,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",4.5,"8,400",Steve Harvey,Hardcover,2009
16,,17,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",4.6,"14,540",Jeff Kinney,Hardcover,2009
17,27.25,18,Under the Dome: A Novel,4.4,"12,825",Stephen King,Hardcover,2009
18,12.90,19,The Guernsey Literary and Potato Peel Pie Society,4.6,"36,610",Mary Ann Shaffer,Paperback,2009
19,13.93,20,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,4.5,949,David Zinczenko,Paperback,2009
20,9.64,21,Arguing with Idiots: How to Stop Small Minds and Big Government,4.6,909,Glenn Beck,Hardcover,2009
21,31.49,22,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",4.8,"8,039",Julia Child,Hardcover,2009
22,59.99,23,Sookie Stackhouse,4.7,"1,000",Charlaine Harris,Mass Market Paperback,2009
23,12.94,24,The Time Traveler's Wife,4.4,"10,526",Audrey Niffenegger,Paperback,2009
24,19.78,25,"Publication Manual of the American Psychological Association, 6th Edition",4.5,"12,906",American Psychological Association,Paperback,2009
25,12.48,26,True Compass: A Memoir,4.5,577,Edward M. Kennedy,Hardcover,2009
26,10.99,27,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,"30,912",Stieg Larsson,Paperback,2009
27,11.69,28,The 5000 Year Leap,4.8,"2,618",W. Cleon Skousen,Paperback,2009
28,15.00,29,Good to Great: Why Some Companies Make the Leap and Others Don't,4.5,"8,246",Jim Collins,Hardcover,2009
29,24.92,30,Eclipse (Twilight Sagas),4.7,"19,909",Stephenie Meyer,Paperback,2009
30,19.66,51,Diary of a Wimpy Kid Do-it-yourself Book,4.8,"9,924",Jeff Kinney,Hardcover,2009
31,20.23,52,Open: An Autobiography,4.6,"19,279",Andre Agassi,Hardcover,2009
32,7.95,53,Pride and Prejudice and Zombies,4.2,Jane Austen,,Paperback,2009
33,13.57,54,Cook Yourself Thin: Skinny Meals You Can Make in Minutes,4.3,911,"Lifetime Television,",Paperback,2009
34,22.95,55,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories,4.4,907,Lisa Lillien,Paperback,2009
35,17.74,56,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.7,"23,325",Christopher McDougall,Hardcover,2009
36,8.06,57,A Bold Fresh Piece of Humanity,4.6,859,Bill O'Reilly,Hardcover,2009
37,12.99,58,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,4.8,"5,696",Ree Drummond,Hardcover,2009
38,7.83,59,The Book Thief,4.6,"65,533",Markus Zusak,Paperback,2009
39,17.99,60,South of Broad,4.5,"3,958",Pat Conroy,Hardcover,2009
40,10.33,61,The Omnivore's Dilemma: A Natural History of Four Meals,4.6,"5,141",Michael Pollan,Paperback,2009
41,18.99,62,The Host,4.6,"13,114",Stephenie Meyer,Hardcover,2009
42,12.99,63,Master Your Metabolism: The 3 Diet Secrets to Naturally Balancing Your Hormones for a Hot and Healthy Body!,4.3,"1,028",Jillian Michaels,Hardcover,2009
43,15.34,64,Ford County: Stories,4.3,"7,698",John Grisham,Hardcover,2009
44,11.00,65,"Culture of Corruption: Obama and His Team of Tax Cheats, Crooks, and Cronies",4.6,"1,118",Michelle Malkin,Hardcover,2009
45,13.42,66,Blink: The Power of Thinking Without Thinking,4.5,"12,704",Malcolm Gladwell,Paperback,2009
46,11.98,67,"Diary of a Wimpy Kid, Book 1",4.6,"26,463",Jeff Kinney,Hardcover,2009
47,9.82,68,The Graveyard Book,4.6,"13,709",Neil Gaiman,Hardcover,2009
48,28.99,69,An Echo in the Bone (Outlander),4.7,"33,692",Diana Gabaldon,Hardcover,2009
49,19.99,70,"The Gathering Storm (Wheel of Time, Book 12)",4.8,"12,541",Robert Jordan,Hardcover,2009
50,13.70,71,Dreams from My Father: A Story of Race and Inheritance,4.7,"10,433",Barack Obama,Paperback,2009
51,17.48,72,Pirate Latitudes: A Novel,4.2,"6,497",Michael Crichton,Hardcover,2009
52,,73,The Official SAT Study Guide: For the New SAT (tm),4.5,The College Board,,Paperback,2009
53,18.85,74,Getting Things Done: The Art of Stress-Free Productivity,4.5,"5,228",David Allen,Paperback,2009
54,10.30,75,How to Win Friends & Influence People (Dale Carnegie Books),4.7,"104,601",Dale Carnegie,Paperback,2009
55,,76,The Official SAT Study Guide,4.4,The College Board,,Paperback,2009
56,12.99,77,Finger Lickin' Fifteen (A Stephanie Plum Novel) (Stephanie Plum Novels),4.5,"7,014",Janet Evanovich,Hardcover,2009
57,12.94,78,Sarah's Key,4.5,"10,971",Tatiana de Rosnay,Paperback,2009
58,7.99,79,From Dead to Worse (Sookie Stackhouse/True Blood),4.6,"3,190",Charlaine Harris,Mass Market Paperback,2009
59,19.66,80,Wolf Hall,4.2,"19,596",Hilary Mantel,Hardcover,2009
60,9.63,1,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),4.6,"24,766",Stieg Larsson,Hardcover,2010
61,10.99,2,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,"30,912",Stieg Larsson,Paperback,2010
62,14.99,3,Decision Points,4.6,"2,755",George W. Bush,Hardcover,2010
63,15.94,4,The Help,4.7,"32,353",Kathryn Stockett,Hardcover,2010
64,10.55,5,The Girl Who Played with Fire: A Lisbeth Salander Novel (The Girl with the Dragon Tattoo Series),4.6,"24,971",Stieg Larsson,Paperback,2010
65,8.66,6,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",4.7,"18,859",Jeff Kinney,Hardcover,2010
66,20.96,7,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2010
67,11.26,8,Mockingjay (The Hunger Games),4.6,"75,729",Suzanne Collins,Hardcover,2010
68,10.99,9,Women Food and God: An Unexpected Path to Almost Everything,4.4,"2,616",Geneen Roth,Hardcover,2010
69,19.78,10,"Publication Manual of the American Psychological Association, 6th Edition",4.5,"12,906",American Psychological Association,Paperback,2010
70,21.00,11,"Autobiography of Mark Twain, Vol. 1",4.4,623,Mark Twain,Hardcover,2010
71,15.66,12,The Big Short: Inside the Doomsday Machine,4.6,"15,822",Michael Lewis,Hardcover,2010
72,12.49,13,Food Rules: An Eater's Manual,4.4,"4,435",Michael Pollan,Paperback,2010
73,15.68,14,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,"75,133",Laura Hillenbrand,Hardcover,2010
74,9.98,15,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",4.6,"5,029",Charlaine Harris,Hardcover,2010
75,14.99,16,Sh*t My Dad Says,4.7,"1,805",Justin Halpern,Hardcover,2010
76,17.45,17,Crazy Love: Overwhelmed by a Relentless God,4.7,"2,247",Francis Chan,Paperback,2010
77,14.98,18,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),4.7,"6,883",Stephenie Meyer,Hardcover,2010
78,,19,Life,4.5,"7,167",Keith Richards,Hardcover,2010
79,11.29,20,Cutting for Stone,4.6,"12,851",Abraham Verghese,Paperback,2010
80,10.56,21,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,4.5,589,Jon Stewart,Hardcover,2010
81,,22,The Official SAT Study Guide,4.4,The College Board,,Paperback,2010
82,11.35,23,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",4.5,"1,920",John Heilemann,Hardcover,2010
83,17.67,24,The Immortal Life of Henrietta Lacks,4.6,"27,312",Rebecca Skloot,Hardcover,2010
84,14.04,25,"The Lost Hero (Heroes of Olympus, Book 1)",4.7,"23,615",Rick Riordan,Hardcover,2010
85,18.30,26,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,4.5,876,Doug Lemov,Paperback,2010
86,15.69,27,Outliers: The Story of Success,4.6,"35,359",Malcolm Gladwell,Hardcover,2010
87,15.16,28,Catching Fire (The Hunger Games),4.7,"61,029",Suzanne Collins,Hardcover,2010
88,23.00,29,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",4.6,Patrick Lencioni,,Hardcover,2010
89,15.00,30,Good to Great: Why Some Companies Make the Leap and Others Don't,4.5,"8,246",Jim Collins,Hardcover,2010
90,21.79,51,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.6,Stephen R. Covey,,Paperback,2010
91,12.54,52,Cleopatra: A Life,4.2,"2,208",Stacy Schiff,Hardcover,2010
92,18.26,53,Freedom: A Novel,4.2,"5,719",Jonathan Franzen,Hardcover,2010
93,13.69,54,Freedom,4.2,"5,719",Jonathan Franzen,Hardcover,2010
94,17.74,55,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.7,"23,325",Christopher McDougall,Hardcover,2010
95,24.98,56,Fall of Giants (The Century Trilogy),4.4,"51,138",Ken Follett,Hardcover,2010
96,10.39,57,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",4.4,"14,910",Elizabeth Gilbert,Paperback,2010
97,10.11,58,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",4.4,"14,910",Elizabeth Gilbert,Paperback,2010
98,21.00,59,Tao I: The Way of All Life,4.4,Zhi Gang Sha Dr.,,Hardcover,2010
99,9.46,60,Chelsea Chelsea Bang Bang,4.4,"1,518",Chelsea Handler,Hardcover,2010
100,9.41,61,Let the Great World Spin: A Novel,4.3,"3,568",Colum McCann,Paperback,2010
101,12.99,62,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,4.8,"5,696",Ree Drummond,Hardcover,2010
102,16.14,63,The Tipping Point: How Little Things Can Make a Big Difference,4.4,"8,036",Malcolm Gladwell,Paperback,2010
103,10.33,64,The Omnivore's Dilemma: A Natural History of Four Meals,4.6,"5,141",Michael Pollan,Paperback,2010
104,19.80,65,The Belly Fat Cure: Discover the New Carb Swap System™ and Lose 4 to 9 lbs. Every Week,4.1,"1,107",Jorge Cruise,Spiral-bound,2010
105,7.99,66,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",4.8,"27,778",Rick Riordan,Paperback,2010
106,13.79,67,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",4.5,"25,287",Timothy Ferriss,Hardcover,2010
107,17.99,68,"Full Dark, No Stars",4.5,"5,718",Stephen King,Hardcover,2010
108,,69,Sizzling Sixteen (Stephanie Plum Novels),4.5,"7,164",Janet Evanovich,Hardcover,2010
109,22.89,70,The Grand Design,4.4,"4,059",Stephen Hawking,Hardcover,2010
110,17.20,71,The Overton Window ,4.5,"1,422",Glenn Beck,Hardcover,2010
111,8.89,72,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,"39,374",Sarah Young,Hardcover,2010
112,12.50,73,Spoken from the Heart,4.6,830,Laura Bush,Hardcover,2010
113,19.66,74,Diary of a Wimpy Kid Do-it-yourself Book,4.8,"9,924",Jeff Kinney,Hardcover,2010
114,22.89,75,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,4.7,"4,368",Mark Nepo,Paperback,2010
115,31.49,76,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",4.8,"8,039",Julia Child,Hardcover,2010
116,16.70,77,Safe Haven,4.6,"15,029",Nicholas Sparks,Hardcover,2010
117,,78,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",4.4,924,Daniel G. Amen,Hardcover,2010
118,15.20,79,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",4.5,"1,677",Alicia Silverstone,Hardcover,2010
119,30.81,80,Decoded,4.7,"1,758",Jay-Z,Hardcover,2010
120,17.33,1,Steve Jobs,4.7,"22,963",Walter Isaacson,Hardcover,2011
121,10.49,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.6,"24,836",Todd Burpo,Paperback,2011
122,,3,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",4.7,"20,468",Jeff Kinney,Hardcover,2011
123,20.96,4,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2011
124,,5,The Hunger Games (Book 1),4.7,"76,399",Suzanne Collins,Paperback,2011
125,15.68,6,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,"75,133",Laura Hillenbrand,Hardcover,2011
126,15.00,7,Inheritance: Book IV (Inheritance Cycle),4.7,"16,728",Christopher Paolini,Hardcover,2011
127,14.35,8,Go the F**k to Sleep,4.8,"21,938",Adam Mansbach,Hardcover,2011
128,11.26,9,Mockingjay (The Hunger Games),4.6,"75,729",Suzanne Collins,Hardcover,2011
129,42.84,10,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,4.7,"8,358",George R.R. Martin,Mass Market Paperback,2011
130,15.16,11,Catching Fire (The Hunger Games),4.7,"61,029",Suzanne Collins,Hardcover,2011
131,14.05,12,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,4.3,Mike Moreno,,Hardcover,2011
132,17.78,13,A Dance with Dragons (A Song of Ice and Fire),4.6,"47,167",George R. R. Martin,Hardcover,2011
133,11.39,14,"The Son of Neptune (Heroes of Olympus, Book 2)",4.8,"25,103",Rick Riordan,Hardcover,2011
134,13.99,15,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),4.6,"15,036",Bill O'Reilly,Hardcover,2011
135,19.78,16,"Publication Manual of the American Psychological Association, 6th Edition",4.5,"12,906",American Psychological Association,Paperback,2011
136,12.62,17,The Help,4.7,"32,353",Kathryn Stockett,Paperback,2011
137,8.88,18,The Immortal Life of Henrietta Lacks,4.6,"27,312",Rebecca Skloot,Paperback,2011
138,28.99,19,11/22/63: A Novel,4.8,"3,278",Stephen King,Hardcover,2011
139,,20,The Official SAT Study Guide,4.4,The College Board,,Paperback,2011
140,8.89,21,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,"39,374",Sarah Young,Hardcover,2011
141,,22,The Hunger Games Trilogy Boxed Set,4.8,"43,285",Suzanne Collins,Hardcover,2011
142,11.29,23,Cutting for Stone,4.6,"12,851",Abraham Verghese,Paperback,2011
143,8.75,24,Tina Fey: Bossypants,4.3,"19,965",Tina Fey,Hardcover,2011
144,15.96,25,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",4.4,"8,177",Timothy Ferriss,Hardcover,2011
145,15.65,26,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",4.3,Eric Larson,,Hardcover,2011
146,,27,The 5 Love Languages: The Secret to Love That Lasts,4.7,"4,911",Gary Chapman,Paperback,2011
147,17.45,28,Crazy Love: Overwhelmed by a Relentless God,4.7,"2,247",Francis Chan,Paperback,2011
148,17.02,29,A Stolen Life: A Memoir,4.6,Jaycee Dugard,,Hardcover,2011
149,9.63,30,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),4.6,"24,766",Stieg Larsson,Hardcover,2011
150,20.00,51,The Best of Me,4.5,"15,761",Nicholas Sparks,Hardcover,2011
151,11.75,52,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,4.3,Jacqueline Kennedy,,Hardcover,2011
152,10.99,53,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,"30,912",Stieg Larsson,Paperback,2011
153,19.98,54,The Greater Journey: Americans in Paris,4.5,"2,436",David McCullough,Hardcover,2011
154,19.43,55,Switch: How to Change Things When Change Is Hard,4.6,"5,452",Chip Heath,Hardcover,2011
155,11.99,56,Every Thing On It,4.9,"1,852",Shel Silverstein,Hardcover,2011
156,10.49,57,Miss Peregrine's Home for Peculiar Children,4.3,"36,607",Ransom Riggs,Hardcover,2011
157,14.63,58,Moonwalking With Einstein: The Art and Science of Remembering Everything,4.5,"9,632",Joshua Foer,Hardcover,2011
158,7.12,59,The Great Gatsby: The Only Authorized Edition,4.4,"13,697",F. Scott Fitzgerald,Paperback,2011
159,15.94,60,The Help,4.7,"32,353",Kathryn Stockett,Hardcover,2011
160,30.29,61,1Q84: A novel,4.4,"8,960",Haruki Murakami,Hardcover,2011
161,13.19,62,Boomerang: Travels in the New Third World,4.4,"3,251",Michael Lewis,Hardcover,2011
162,11.79,63,Who Moved My Cheese,4.6,"24,113",Spencer Johnson,Hardcover,2011
163,22.83,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",4.5,"2,569",Tom Rath,Hardcover,2011
164,107.99,65,Elder Scrolls V: Skyrim: Prima Official Game Guide,4.6,David Hodgson,,Paperback,2011
165,11.24,66,The Glass Castle: A Memoir (book),4.6,"37,709",Jeannette Walls,Paperback,2011
166,7.83,67,The Book Thief,4.6,"65,533",Markus Zusak,Paperback,2011
167,13.79,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",4.5,"25,287",Timothy Ferriss,Hardcover,2011
168,8.48,69,"Oh, the Places You'll Go!  ",4.9,"45,619",Dr. Seuss,Hardcover,2011
169,11.99,70,Through My Eyes,4.6,"1,236",Tim Tebow,Hardcover,2011
170,16.91,71,The Land of Painted Caves: A Novel (Earth's Children),4.2,"9,390",Jean M. Auel,Hardcover,2011
171,19.90,72,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",4.4,"1,198",David Brooks,Hardcover,2011
172,25.00,73,A Guide to the Project Management Body of Knowledge,4.5,747,Project Management Institute,Paperback,2011
173,20.68,74,Guinness World Records 2012,4.5,508,Guinness World Records,Hardcover,2011
174,26.66,75,State of Wonder,4.3,"9,518",Ann Patchett,Hardcover,2011
175,13.53,76,A Visit from the Goon Squad,4.0,"9,862",Jennifer Egan,Paperback,2011
176,15.39,77,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",4.6,Caldwell B. Esselstyn Jr.,,Paperback,2011
177,38.97,78,Harry Potter Paperback Box Set (Books 1-7),4.9,"104,028",J. K. Rowling,Paperback,2011
178,13.53,79,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),4.5,"9,266",Janet Evanovich,Hardcover,2011
179,10.95,80,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,4.6,"12,826",Sean Covey,Paperback,2011
180,13.99,1,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",4.2,"111,118",E L James,Paperback,2012
181,11.23,2,Fifty Shades Darker,4.5,"75,349",E L James,Paperback,2012
182,13.58,3,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",4.5,"61,561",E L James,Paperback,2012
183,,4,The Hunger Games (Book 1),4.7,"76,399",Suzanne Collins,Paperback,2012
184,20.96,5,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2012
185,21.59,6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),4.6,"69,253",E L James,Paperback,2012
186,15.16,7,Catching Fire (The Hunger Games),4.7,"61,029",Suzanne Collins,Hardcover,2012
187,11.26,8,Mockingjay (The Hunger Games),4.6,"75,729",Suzanne Collins,Hardcover,2012
188,12.82,9,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",4.7,"20,129",Jeff Kinney,Hardcover,2012
189,23.85,10,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,4.6,"14,133",Mark Owen,Hardcover,2012
190,,11,The Hunger Games Trilogy Boxed Set,4.8,"43,285",Suzanne Collins,Hardcover,2012
191,14.99,12,Gone Girl,4.1,"159,869",Gillian Flynn,Hardcover,2012
192,11.46,13,"The Mark of Athena (Heroes of Olympus, Book 3)",4.8,"30,871",Rick Riordan,Hardcover,2012
193,,14,The Official SAT Study Guide,4.4,The College Board,,Paperback,2012
194,42.84,15,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,4.7,"8,358",George R.R. Martin,Mass Market Paperback,2012
195,15.45,16,Killing Kennedy: The End of Camelot,4.5,"15,425",Bill O'Reilly,Hardcover,2012
196,19.78,17,"Publication Manual of the American Psychological Association, 6th Edition",4.5,"12,906",American Psychological Association,Paperback,2012
197,13.99,18,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),4.6,"15,036",Bill O'Reilly,Hardcover,2012
198,15.68,19,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,"75,133",Laura Hillenbrand,Hardcover,2012
199,9.99,20,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,4.4,Eben Alexander,,Paperback,2012
200,,21,The 5 Love Languages: The Secret to Love That Lasts,4.7,"4,911",Gary Chapman,Paperback,2012
201,18.29,22,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,4.8,"2,477",Ina Garten,Hardcover,2012
202,19.69,23,"Thinking, Fast and Slow",4.6,"39,265",Daniel Kahneman,Hardcover,2012
203,16.99,24,The Casual Vacancy,3.6,"20,173",J.K. Rowling,Hardcover,2012
204,10.59,25,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,4.7,"23,819",Jonathan Cahn,Paperback,2012
205,21.08,26,The Power of Habit: Why We Do What We Do in Life and Business,4.6,"36,481",Charles Duhigg,Hardcover,2012
206,17.33,27,Steve Jobs,4.7,"22,963",Walter Isaacson,Hardcover,2012
207,13.16,28,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",4.4,"10,794",William Davis,Hardcover,2012
208,8.48,29,"Oh, the Places You'll Go!  ",4.9,"45,619",Dr. Seuss,Hardcover,2012
209,21.79,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.6,Stephen R. Covey,,Paperback,2012
210,18.29,51,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,4.7,"1,942",Deb Perelman,Hardcover,2012
211,18.90,52,What to Expect When You're Expecting,4.8,"30,660",Heidi Murkoff,Paperback,2012
212,38.92,53,The Walking Dead: Compendium One,4.8,"8,074",Robert Kirkman,Paperback,2012
213,16.90,54,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,4.4,"3,687",Nate Silver,Hardcover,2012
214,8.99,55,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),4.5,"12,501",The Oatmeal,Paperback,2012
215,17.78,56,A Dance with Dragons (A Song of Ice and Fire),4.6,"47,167",George R. R. Martin,Hardcover,2012
216,13.65,57,America Again: Re-becoming the Greatness We Never Weren't,4.3,649,Stephen Colbert,Hardcover,2012
217,,58,LEGO NINJAGO: Character Encyclopedia,4.5,DK Publishing,,Hardcover,2012
218,17.74,59,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,4.5,"42,276",Chris Kyle,Hardcover,2012
219,13.33,60,Outliers: The Story of Success,4.6,"35,359",Malcolm Gladwell,Paperback,2012
220,18.30,61,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,4.5,876,Doug Lemov,Paperback,2012
221,9.79,62,Bared to You,4.4,"31,717",Sylvia Day,Paperback,2012
222,7.74,63,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),4.7,"105,284",Don Miguel Ruiz,Paperback,2012
223,22.83,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",4.5,"2,569",Tom Rath,Hardcover,2012
224,14.05,65,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,4.3,Mike Moreno,,Hardcover,2012
225,17.45,66,Crazy Love: Overwhelmed by a Relentless God,4.7,"2,247",Francis Chan,Paperback,2012
226,14.35,67,Go the F**k to Sleep,4.8,"21,938",Adam Mansbach,Hardcover,2012
227,16.35,68,Bring Up the Bodies,4.5,"18,344",Hilary Mantel,Hardcover,2012
228,15.17,69,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",4.6,"1,561",Jim Collins,Hardcover,2012
229,20.38,70,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,4.5,Joel Fuhrman MD,,Mass Market Paperback,2012
230,16.13,71,"Reflected in You (Crossfire, Book 2)",4.6,"23,207",Sylvia Day,Paperback,2012
231,11.79,72,Who Moved My Cheese,4.6,"24,113",Spencer Johnson,Hardcover,2012
232,7.83,73,The Book Thief,4.6,"65,533",Markus Zusak,Paperback,2012
233,25.00,74,A Guide to the Project Management Body of Knowledge,4.5,747,Project Management Institute,Paperback,2012
234,17.99,75,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",4.2,"8,988",Katherine Boo,Hardcover,2012
235,17.48,76,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",4.5,"6,567",Charlaine Harris,Hardcover,2012
236,19.20,77,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",4.6,"11,894",Kerry Patterson,Paperback,2012
237,8.79,78,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,4.5,"3,145",Gene Stone,Paperback,2012
238,12.99,79,The Jesus Storybook Bible: Every Story Whispers His Name,4.9,"12,371",Sally Lloyd-Jones,Hardcover,2012
239,16.02,80,Notorious Nineteen: A Stephanie Plum Novel,4.5,"14,255",Janet Evanovich,Hardcover,2012
240,20.96,1,StrengthsFinder 2.0,4.1,Gallup,,Hardcover,2013
241,15.00,2,"Lean In: Women, Work, and the Will to Lead",4.5,"16,967",Sheryl Sandberg,Hardcover,2013
242,12.99,3,"Diary of a Wimpy Kid: Hard Luck, Book 8",4.6,"25,508",Jeff Kinney,Hardcover,2013
243,11.75,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),4.9,"10,131",Rush Limbaugh,Hardcover,2013
244,8.89,5,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,"39,374",Sarah Young,Hardcover,2013
245,13.99,6,Inferno,4.2,"80,981",Dan Brown,Hardcover,2013
246,12.20,7,"The House of Hades (Heroes of Olympus, Book 4)",4.8,"33,403",Rick Riordan,Hardcover,2013
247,11.95,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",4.6,"11,064",Charles Krauthammer,Hardcover,2013
